We do not believe that we should c her ry - p ick ||| Wir glau ben nicht , daß wir nur R os in en heraus p ick en sollten
It conf lic ts with established economic and legal principles ret ro ac tive ly to imp ose upon a manufactur er financial liability for its product ||| Dieser Handel ist jedoch insbesondere für die jen igen wichtig, die ä lt ere Fahrzeu ge s a mm el n und über hol en
To do so also changes the own er ' s liability ret ro ac tive ly. O ver the years, a consum er may have al ter ed the product in a number of way s ||| Auch aus m arkt wirtschaft licher Sicht ist dieser Grundsatz e her zwei fel ha ft
E ver y country within the EU now has rules govern ing the sc ra pp ing of cars ||| Unternehmen müssen sich ver ändern , müssen ver k au ft und l i qu id iert werden können
S ome may be better than other s, and some wor se ||| Sie müssen sich auf neuen M ärk ten et ab l ieren, aber auch a l te M ärk te ver lassen können
In anti cip ation of this EU directive ' s being implement ed, EU countries o u ght how ever to be individ ually li able for sc ra pp ing vehicles in the best way possible so that the ret ro ac tive e lement in the EU legislation is not appli ed ||| Die Hersteller an eine Verantwortung zu b ind en, die sich sehr weit in die Vergangenheit erst re ck en kann, p aßt schl echt zu einer f lex i bl en und entwick lungs f örder nd en Markt wirtschaft
This does not conf lic t with a finan cing mod el invol ving the build ing up of funds ||| Der andere Grundsatz des Gemeinsamen Standpunkt es des Rates im Richtlin ien ent wurf hat r ück wir ken den C ha ra kt er
Mr President, everyone ag re es with the obvious environmental and industri al importance of the instrument in question ||| Es w idersp richt jedoch allen allgemein an erk annten ö kon om ischen und j ur istischen Prinzip i en, einem Hersteller r ück wirk end eine finanzie lle Verantwortung für sein Produ kt auf zu er legen
The common position off ers an accept able comprom ise but its rather de lic ate and prec ar ious nature some wh at restric ts the opportunities for improve ment , and put s the whole directive at risk ||| Er würde auch die E igen t ü m er ver antwort ung r ück wirk end ver ändern , denn ein Verbraucher kann im L au fe der Jahre das Produ kt in verschieden er Hin sicht ver änder t haben
I therefore maintain that Parliament cannot force the issue and it would be par ad o x ical for it to do so in the context of red ef ining the environmental scope of the instrument ||| In allen Mitgliedstaaten der EU gibt es gegenwär tig Gesetz e, die die Ver sch ro t tung von Autos re gel n
I would remind you that car manufacturers have ad mitted that they can live with the directive ; the costs are not ex ces sive : recycling a car costs less than 1 % of the pr ice of a new car ||| Diese sind von Land zu Land ent w eder besser oder schl echt er
M ore over , the manufacturers will not be finan cially account able until 200 6 , when a good number of the existing vehicles will no longer be on the market. As for the remain ing vehic l es, we could never thel ess provide for some means of sh ar ing cost s, as is proposed in Amend ments N os 4 4 and 4 5 by Mr L ange , the only on es that seem comp a ti ble with the bal an cing of the common position and with the t ri als under way in some countries, and we should therefore support them ||| In Er war tung der Umsetzung dieser EU- R icht lin ie sollte jedoch jeder Staat in der Union die Ent sor gung von Alt fahrzeu gen best m öglich re gel n, so daß die EU- V or sch riften keine r ück wir ken de G elt ung er lang en
Mr President, this is an extremely b ad directive ||| Dies steht einem Finanz ierungs m o de ll durch F onds bild ung nicht ent gegen
First of all, as my colleag ue Mr B ow is has point ed out , it is ret ros pe ctive and that is wr ong in principle ||| Herr Präsident, die Bedeutung der vorliegen den Richtlinie für Umwelt und Wirtschaft ist offen sichtlich und wird gemein hin an erk annt
Secondly, it d u mp s h uge costs on the European m ot or industry which would damage competi tiveness and damage employment ||| Der Gemein sam e Standpunkt stell t einen zwar ak zept ab l en, doch recht schwier igen und auf w a ck l igen F ü ß en steh enden Kom pro miß dar , so daß , um nicht die gesam te Richtlinie zu gefähr den, nur sehr beg renz te Sp iel rä um e für Verbess er ungen besteh en
In this Parliament we con st ant ly talk about the need to promote employment and jobs in Europe and yet we con st ant ly pass measures which will have the effect of redu cing employment ||| Ich beh aup te daher , daß das Parlament nichts er zw ingen darf , und es wäre p ara d o x , wenn es dies im Sinne einer Ver ring erung der um welt politi schen T rag wei te der Richtlinie tun würde
I suggest to you that the directive is b ad in another respect , which has not been exam ined well enough in this debate ||| Ich erinn ere daran , daß die Fahrzeu g her steller eing er ä um t haben, mit der Richtlinie l eben zu können ; die Kosten sind nicht über mäß ig h och : die Ent sor gung eines Autos ko st et weniger als 1 % des An scha ff ungs p rei s es eines Neu fahrzeu g s
It is like so much European legislation ||| Zu dem t ritt die finanzie lle Verantwort lichkeit der Hersteller erst 200 6 in K ra ft, wenn also ein G roß teil der gegenwär tig vor hand en en Fahrzeu ge nicht mehr auf dem Markt sein wird ; für die ver bl ei ben den Fahrzeu ge könnte eine Form der Kosten au ft eil ung vorgesehen werden, wie sie in den von Herrn L ang e eing eb rach ten Änderungsant rä gen 4 4 und 4 5 vorgeschlagen wird, die meines Erachtens als ein zi ge mit der Aus gew ogen heit des Gemeinsamen Standpunkt s sowie mit den Erfahr ungen in einigen Ländern im Ein k lang stehen und daher unterstütz t werden müssen
It is far too pres c ri p tive ||| Herr Präsident, das ist eine ex t rem schl ech te Richtlinie
It set s in st one one particular mod el of recycling ||| Zunächst einmal t rä gt sie , wie mein Kolle ge Herr B o w is fest stell te, r ück wir ken den C ha ra kt er, und das ist grund sätz lich f al sch
The produ ction line was inv ent ed about a h und red years ag o, I believe , by H en ry F ord and what we are propos ing to do here is to create a s ort of n in et e ent h cent ur y produ ction line in re ver se - to dis m ant le vehic l es, to take the p i ec es ap art and seek to recyc le them ||| Zweitens er leg t sie der europäischen Aut om obil industrie r ie si ge Kosten auf, die sich auf Wettbewerbs fähigkeit und Arbeits markt nach teil ig aus wir ken wür den
One thing we should st op and think about is the fact that there is a very un c ertain market for recyc led pl as tic bu mp ers of cars ||| Wir re den in diesem Parlament st änd ig davon , daß wir den europäischen Arbeits markt an k ur bel n müssen, und denn och verab schieden wir st änd ig Maßnah men, die be wirk en, daß die Zahl der Arbeitsplätz e s in kt
The pl as tic s industry for the most part does not want to take these things back and cannot economic ally do so ||| Mein er Ansicht nach ist die Richtlinie auch in ander er Hin sicht schl ech t, w or auf in dieser Debatte noch nicht ausreich end eing eg angen wurde
There is already a very successful industry out there which is sh red d ing car s, rec over ing m et als and rec over ing energy by the inc in er ation of the non- m et al lic part s ||| Sie ist wie viele europäische Regel ungen
This is a very environment ally reason able approach ||| Sie ist viel zu n or m ativ
It is just as good environment ally to b urn old pl as tic as to b urn new oil for energy rec over y ||| Sie sch rei bt ein bestimm t es Mo de ll des Re cyc ling verb ind lich vor
This m eth od of disp os al of cars car ri es no cost and so would e li min ate the whole issue of who pay s because the " de ad " car would actually have a small value going into the recycling and rec la m ation process ||| Das F ließ b and wurde, wenn ich nicht ir re , vor etw a ein h under t Jahren von H en r y F ord er f und en, und wir sch lagen hier p rakti sch die Ein richtung eines F ließ b and es wie im 1 9 . Jahr h under t vor, nur daß dieses r ück wär ts l ä u ft und Fahrzeu ge dem on tiert und die einzelnen B au grupp en für das Re cyc ling z er leg t werden
I would opp ose this directive on the basis that it is too pres c ri p tive , it i gn ore s what is actually going on in the car recycling market at the moment and it set s in st one m eth od s which are not necess arily the best environment ally, and are certainly very dam ag ing economic ally ||| Wir sollten allerdings kurz in neh alten und einmal darüber nach denk en, daß die Ab satz ch an cen von re cyc el ten St o ß st angen aus K un st st off äußerst ung e w iß sind
Mr President, the common position is s ound , but it is up to Parliament to improve the common position on end -of- life vehicles ||| Die K un st st off industrie will diese Produ k te nicht zurück hab en und kann sich die Rück nahme wirtschaft lich auch gar nicht lei sten
The Social - D em ocra tic Group has sub mitted a few important proposals for improve ment over the past c ou p le of day s ||| Es gibt bereits eine sehr erfolgreich e B ran ch e, die Autos versch re d der t, M et a lle zurück gew in nt und durch Verb r enn ung der Nicht m et all teil e Energie er zeu gt
I would especially draw your attention to Amendment No 4 5 , in which a ch o ice is made in favour of l ay ing the cost of dis as se mb ly and recycling at the do or of the manufactur er, for new cars at any r ate. Con sequ ent ly, consideration will also be given to recycling during the con cep tion ph ase and produ ction ||| Das ist ein ö k olog isch sehr s inn voll er Ans atz
For the cars currently on the road , it would be reason able to share the cost , for example by set ting up a fund such as that in the N ether land s ||| Aus ö k olog ischer Sicht kann man zum Zw eck e der Energie er zeu gung ebenso g ut a l ten K un st st off wie neu es Ö l verb ren nen
The common position sti pul ates that manufacturers should not only bear the cost , they should also take back end -of- life vehicles ||| Bei dieser M et ho de der K raft fahrzeu gen ts or gung f all en keine Kosten an, und damit wäre die ganz e Frage nach der Kosten ver teilung hin fä llig , da das " t o te " Aut o sogar einen ger ingen Wer t auf wei st , wenn es dem Re cyc ling - und Ver wer tungs pro zeß zuge führt wird
