We do not believe that we should cherry-pick . ||| Wir glauben nicht , daß wir nur Rosinen herauspicken sollten .
Madam President, I would simply like to point out that during the procedure, we were not allowed either to table or, consequently, adopt amendments in the Committee. ||| Frau Präsidentin, ich möchte lediglich darauf aufmerksam machen, daß während des Verfahrens im Ausschuß weder Änderungsanträge eingereicht werden durften noch demzufolge darüber abgestimmt werden durfte.
I do not know whether this is in order, and I would therefore ask you to verify the accuracy of the procedure which was followed before this report reached the House. ||| Ich weiß nicht, ob das rechtens ist, und fordere Sie daher auf, das angewandte Verfahren auf seine Korrektheit hin zu prüfen, bevor die vorliegende Entschließung im Plenum behandelt wird.
I have taken note of your comment, Mr Speroni. ||| Ich nehme Ihre Ausführungen zur Kenntnis, Herr Speroni.
(Parliament adopted the legislative resolution) ||| (Das Parlament nimmt die legislative Entschließung an.)
Report (A5-0018/2000) by Mr Dimitrakopoulos and Mr Leinen, on behalf of the Committee on Constitutional Affairs, on the convening of the Intergovernmental Conference (14094/1999 - C5-0341/1999 - 1999/0825(CNS)) ||| Bericht (A5-0018/2000) von Herrn Dimitrakopoulos und Herrn Leinen in Namen des Ausschusses für konstitutionelle Fragen über die Einberufung der Regierungskonferenz (14094/1999 - C5-0341/1999 - 1999/0825(CNS))
(Parliament adopted the resolution) ||| (Das Parlament nimmt die Entschließung an.)
Joint motion for a resolution on the negotiations to form a government in Austria ||| Vorschlag für eine gemeinsame Entschließung über die Verhandlungen zur Regierungsbildung in Österreich
Madam President, we simply have a few translation problems in this area too. ||| Frau Präsidentin! Auch in diesem Fall gibt es wieder einmal Übersetzungsprobleme.
We consider the English version to be the original text. ||| Als Ausgangstext gilt die englische Fassung.
To give you an example, in both paragraphs 4 and 5 of the Dutch and German versions, the equivalents of the English words: "in so far as" have been omitted. ||| In der niederländischen wie in der deutschen Fassung wurden beispielsweise in den Ziffern 4 und 5 die vier englischen Wörter "in so far as " weggelassen.
This is why I would ask you to consider the English version as the original version. ||| Deshalb möchte ich Sie bitten, den englischen Text zugrunde zu legen.
Thank you, Mr van Velzen. ||| Danke, Herr van Velzen.
In response I shall say the same thing I said to Mrs McNally just now. ||| Ich antworte Ihnen das gleiche wie vorhin Frau McNally.
I am very concerned about these translation problems which, unfortunately, we seem to be having increasingly, and I can assure you that we shall look into the matter very seriously indeed. ||| Auch ich mache mir große Sorgen wegen dieser Übersetzungsprobleme, die leider immer öfter auftreten, und ich kann Ihnen versichern, daß wir uns sehr ernsthaft darum kümmern werden.
In any case, the authoritative version is always, of course, the original language version. ||| Im Zweifelsfalle gilt natürlich immer die Originalfassung.
- (FR) I am pleased to see the excellent report on the communication from the Commission entitled 'Women and Science' . ||| . (FR) Ich begrüße den ausgezeichneten Bericht über die Mitteilung "Frauen und Wissenschaft ".
In this document, the Commission proposes to stimulate debate with a view to promoting the increased participation of women in research in Europe. ||| Die Kommission macht in diesem Dokument Vorschläge zur Anregung der Debatte über die Förderung einer verstärkten Beteiligung von Frauen an der europäischen Forschung.
This objective deserves our total support. ||| Dieses Ziel verdient unsere volle Unterstützung.
Expenditure on research and technology actually forms a sizeable part of the budget of the European Union, after agriculture and the Structural Funds. ||| Die Forschungs- und Technologieaufwendungen machen nach den Ausgaben für die Landwirtschaft und den Strukturfonds einen bedeutenden Teil des Haushalts der Europäischen Union aus.
The various framework programmes have enabled not only high quality scientific work to take place but also innovative cooperation between researchers in various Member States. ||| Die einzelnen Rahmenprogramme haben nicht nur wissenschaftliche Leistungen von hohem Niveau, sondern auch eine innovative Zusammenarbeit von Forschern aus verschiedenen Mitgliedstaaten ermöglicht.
Relatively few women, however, are active in scientific disciplines despite the excellent results they achieve in their studies. ||| In den einzelnen wissenschaftlichen Fächern sind jedoch trotz der guten Ergebnisse, die sie im Studium erreichen, nur wenig Frauen vertreten.
It is unacceptable for women to continue to be underrepresented. ||| Diese Unterrepräsentanz der Frauen darf nicht länger hingenommen werden.
I am therefore delighted to see the proposals of the European Commission. ||| Ich nehme daher die Vorschläge der Europäischen Kommission mit großer Zufriedenheit zur Kenntnis.
The Commission document sets out to focus on the initiatives to be taken at Community level, especially through the fifth framework programme for research and technical development, which is quite obviously something I approve of. ||| Das Ziel des Kommissionsdokuments besteht darin, sich auf die auf Gemeinschaftsebene und insbesondere im Rahmen des V. Rahmenprogramms für Forschung und technologische Entwicklung zu ergreifenden Maßnahmen zu konzentrieren.
The goal for the years to come is to increase women' s participation to achieve a rate of 40% female participation in the Marie Curie grants, in consultative assemblies and in evaluation panels for the whole of the fifth framework programme for research and technical development. ||| Dem stimme ich selbstverständlich zu. In den nächsten Jahren geht es darum, die Beteiligung der Frauen bis zu einem Prozentsatz von 40 % bei den Marie-Curie-Stipendien sowie in den Beratungs- und Bewertungsgremien für das gesamte V. FTE-Rahmenprogramm zu erreichen.
In order to do so, it will be necessary to improve discussion and the sharing of experience among the various Member States, to set up a coordinating body to implement a 'Women and Science' monitoring system within the fifth framework programme for research and technical development, specially responsible for gathering and disseminating statistics collected in the implementation of the framework programme for research and technical development regarding the rate of women' s participation in research activities. ||| Dazu ist es erforderlich, die Debatte und den Erfahrungsaustausch zwischen den einzelnen Mitgliedstaaten zu verbessern und im Rahmen des V. FTE-Rahmenprogramms eine Erfassungsgruppe "Frauen und Wissenschaft " einzurichten, deren Aufgabe insbesondere in der Erfassung und Verbreitung von statistischen Angaben über die Beteiligung von Frauen an den Forschungsaktivitäten des V. FTE-Rahmenprogramms besteht.
Furthermore, like the rapporteur, I think that studies must be undertaken to analyse the reasons for the gap between the number of women with science degrees and the number of women who manage to have a career in these fields. ||| Des weiteren bin ich ebenso wie die Berichterstatterin der Meinung, daß Untersuchungen durchgeführt werden müssen über die Gründe für die Diskrepanz zwischen der Anzahl der Frauen mit Abschlüssen in wissenschaftlichen Fächern und der Anzahl der Frauen, die dann auch tatsächlich in diesen Bereichen arbeiten.
Improved analysis of the obstacles facing women will make it possible to develop a strategy to eliminate those obstacles. ||| Auf der Grundlage einer besseren Analyse der Hindernisse, auf die Frauen stoßen, kann dann eine Strategie zu deren Beseitigung erarbeitet werden.
We will have to enlist the support of the many existing networks of women scientists and to obtain their assistance in framing a joint research policy. ||| Wir müssen die zahlreichen bestehenden Wissenschaftlerinnennetze mobilisieren und ihre Unterstützung bei der Erarbeitung einer gemeinsamen Forschungspolitik erreichen.
The European Parliament will continue to carefully monitor the implementation of the fifth framework programme for research and technical development as regards the promotion of women and to come up with ideas for the course of the fifth framework programme for research and technical development. ||| Das Europäische Parlament wird die Umsetzung des V. FTE-Rahmenprogramms im Hinblick auf die Förderung von Frauen weiterhin wachsam verfolgen und Vorstellungen für die Ausrichtung des nächsten Programms entwickeln.
We must incorporate the gender factor in science, research and all other European Union policies, in order to put an end to the structural discrimination which prevents women competing on equal terms in the labour market. ||| Im Bereich von Wissenschaft und Forschung sowie in allen anderen Politikbereichen der Europäischen Union gilt es, die geschlechterspezifische Dimension zu integrieren, um ein für allemal Schluß zu machen mit den strukturellen Diskriminierungen, die verhindern, daß Frauen sich gleichberechtigt am Wettbewerb auf dem Arbeitsmarkt beteiligen können.
In its communication "Women and Science" , the European Commission informs us of its good intentions of enlisting the support of women to enrich research in Europe. ||| . (FR) In ihrer Mitteilung "Frauen und Wissenschaft " kündigt uns die Kommission die gute Absicht an, die Frauen zur Bereicherung der europäischen Forschung zu mobilisieren.
This is very good, and we are pleased to see it. ||| Das ist sehr gut, und wir freuen uns darüber.
The fact is there are too few women involved in research work in the European Union. ||| Denn es sind in der Tat zu wenig Frauen an den Forschungsarbeiten in der Europäischen Union beteiligt.
